time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-27T07:22:33.820Z,65.7281,22.9513,10,3.5,mb,,118,3.947,0.82,us,us1000f3af,2018-09-21T16:25:57.040Z,"15km SSW of Rolfs, Sweden",earthquake,4.2,2,0.496,1,reviewed,us,us
2018-06-23T05:49:13.280Z,58.5175,13.4669,10,2.8,mb_lg,,75,2.297,0.56,us,us1000ezfu,2018-09-19T15:15:56.040Z,"2km SW of Goetene, Sweden",earthquake,5.7,1.8,0.228,5,reviewed,us,us
2018-06-18T22:48:00.890Z,43.3061,17.5823,7.46,3.4,ml,,40,1.513,0.84,us,us1000euyk,2018-09-19T15:15:48.040Z,"8km S of Siroki Brijeg, Bosnia and Herzegovina",earthquake,6.4,9.6,0.056,42,reviewed,us,us
2018-06-09T21:49:16.140Z,43.04,46.2187,10,4.3,mb,,33,2.084,0.98,us,us1000emc8,2018-08-29T16:36:22.040Z,"3km N of Tsentoroy, Russia",earthquake,6.6,1.9,0.071,56,reviewed,us,us
2018-05-24T13:40:26.450Z,44.9967,17.0846,10,3.4,ml,,77,2.621,1.02,us,us1000ebjp,2018-08-21T21:23:49.040Z,"16km ENE of Lamovita, Bosnia and Herzegovina",earthquake,4.4,1.6,0.055,44,reviewed,us,us
2018-05-22T19:54:03.410Z,50.2621,12.4407,10,3.2,ml,,103,0.972,0.57,us,us1000ea82,2018-08-21T21:23:48.040Z,"2km ENE of Luby, Czech Republic",earthquake,2.7,2,0.148,6,reviewed,us,us
2018-05-21T21:04:42.660Z,50.2985,12.3772,13.92,4.1,mb,,52,0.961,0.88,us,us1000e9k7,2018-08-21T21:23:47.040Z,"2km SSE of Erlbach, Germany",earthquake,2.5,6.3,0.524,1,reviewed,us,us
2018-05-05T15:40:53.630Z,51.6649,16.1564,5,3.4,ml,,66,2.004,0.92,us,us1000dyv4,2018-07-27T20:20:42.040Z,"4km E of Glogow, Poland",mine collapse,5.5,2,0.091,16,reviewed,us,us
2018-05-05T08:58:05.500Z,50.1241,18.6834,1,3.7,ml,,65,0.723,0.74,us,us1000dypw,2018-07-27T20:20:29.040Z,Poland,mine collapse,7.2,2,0.077,22,reviewed,us,us
2018-05-03T18:46:05.050Z,44.0586,11.8314,10,4.3,mb,,61,0.68,1.18,us,us1000dxeq,2018-07-27T20:20:31.040Z,"0km W of Rocca San Casciano, Italy",earthquake,2,1.9,0.154,12,reviewed,us,us
2018-05-01T05:16:59.270Z,43.2334,11.0366,10,4.1,mb,,67,0.327,1.07,us,us1000dv6w,2018-07-27T20:20:33.040Z,"9km NNW of Chiusdino, Italy",earthquake,2.9,1.9,0.233,7,reviewed,us,us
2018-04-25T17:15:48.570Z,45.6334,26.3385,149.17,4.7,mwr,,29,0.208,1.04,us,us1000ds5p,2018-07-25T21:36:45.040Z,"15km SSE of Comandau, Romania",earthquake,5.6,5.7,0.91,18,reviewed,us,buc
2018-04-24T20:47:37.420Z,44.9931,37.5591,10,4.2,mb,,39,3.813,1.31,us,us1000drk0,2018-07-25T21:36:29.040Z,"5km SE of Gostagayevskaya, Russia",earthquake,7.5,1.9,0.089,36,reviewed,us,us
2018-04-23T08:55:17.480Z,50.4512,18.7624,9.19,3.9,mb,,60,1.035,0.96,us,us1000dqkt,2018-07-25T21:35:58.040Z,"3km N of Zbroslawice, Poland",earthquake,3.3,7.2,0.514,1,reviewed,us,us
2018-04-10T03:11:31.890Z,43.0662,13.0516,10,4.7,mwr,,23,0.039,0.73,us,us2000dxbt,2018-07-07T02:25:15.040Z,"2km N of Pieve Torina, Italy",earthquake,4.2,1.8,0.032,92,reviewed,us,us
2018-04-08T16:12:59.720Z,42.702,78.6417,25.31,4.4,mb,,182,1.154,0.41,us,us2000dzsl,2018-06-30T01:11:35.040Z,"22km E of Tyup, Kyrgyzstan",earthquake,9.3,6.9,0.203,7,reviewed,us,us
2018-04-04T18:41:29.410Z,43.0224,13.0201,10,4,mb,,58,0.201,1.12,us,us1000de9s,2018-06-30T01:11:28.040Z,"3km SW of Pieve Torina, Italy",earthquake,4.7,1.9,0.183,8,reviewed,us,us
2018-04-04T02:19:46.410Z,43.0547,13.0039,10,4.1,mwr,,42,0.235,1.28,us,us1000ddzh,2018-06-30T01:11:27.040Z,"3km WNW of Pieve Torina, Italy",earthquake,4.5,1.9,0.065,23,reviewed,us,us
2018-03-31T01:18:45.670Z,42.4263,13.4484,10.98,4.1,mb,,47,0.113,1.06,us,us1000dbrv,2018-06-22T21:32:17.040Z,"9km NNE of L'Aquila, Italy",earthquake,5.3,4.1,0.15,12,reviewed,us,us
2018-03-26T12:53:50.310Z,43.857,77.3618,23.97,4.6,mb,,45,1.554,0.78,us,us1000d94n,2018-06-22T21:32:09.040Z,"22km E of Qapshaghay, Kazakhstan",earthquake,6,5.8,0.078,49,reviewed,us,us
2018-03-24T20:06:22.530Z,46.8515,68.8667,13.37,4,mb,,47,3.925,0.69,us,us1000daui,2018-06-19T01:35:51.040Z,"132km SE of Zhezqazghan, Kazakhstan",earthquake,3,6.7,0.517,1,reviewed,us,us
2018-03-14T10:24:49.490Z,45.6876,26.5892,141.48,4.7,mwr,,28,0.312,0.78,us,us1000d47y,2018-06-11T21:53:44.040Z,"10km WSW of Nereju, Romania",earthquake,3.5,4.1,0.41,22,reviewed,us,buc
